WP 1.0 bot,6589889
Yet Another Redirect Cleanup Bot,1218
Thadius856AWB,1217
Android Mouse Bot 4,1215
DannyS712 bot II,1205
Citation bot 4,1187
Texvc2LaTeXBot,1172
SoxBot VII,1155
BendelacBOT,1153
MerlBot,1139
NekoBot,1126
Citation bot 2,1121
AudeBot,1120
EnzaiBot,1114
O bot,1095
DeadLinkBOT,1083
Nixbot,1039
Memty Bot,1037
SantoshBot,1032
StefanBot,1028
Janna Isabot,1026
Slobot,1021
Analphabot,1020
AilurophobiaBot,1014
NrhpBot,1013
GracenotesBot,1003
WdefconBot,997
Botlaf,996
Andrewbot,981
Guanabot2,972
CbmBOT,966
STBotT,962
RobotQuistnix,940
WxBot,938
ClueBot VI,936
Ficbot,928
LostBot,912
DataflowBot,910
ClueBot V,891
Fajrbot,890
Botpankonin,889
SDPatrolBot II,889
Yetanotherbot,888
PocKleanBot,876
SwiftBot,875
Addihockey10 (automated),866
Razibot,862
John of Reading Bot,861
Alirezabot,858
AntiAbuseBot,856
DinoBot,856
Anibot,838
Legobot III,829
Joe's Olympic Bot,819
AndreasJSbot,818
EBot,807
JhealdBot,805
Rameshngbot,794
VP-bot,790
Roomba,779
ElMeBot,775
NobelBot,774
Fetofsbot2,759
Cyberbot Trial Bot,746
MedcabBot,744
Mulder416sBot,739
ChzzBot,733
TTObot,733
7SeriesBOT,723
WODUPbot,722
GnawnBot,702
GZ-Bot,694
MandelBot,680
BaldBot,680
Botz~enwiki,675
DpmukBOT,668
Taxobot,667
Comics-awb,661
ChessBOT,655
Manishbot,654
SheepBot,654
MartinBotII,646
Caypartisbot,633
GeorgeMoneyBot-status,617
Planktonbot,611
TypoBot,600
Bellezzasolo Bot,596
Bot24,593
Newsletterbot,593
Robotic Garden,592
Danumber1bot,590
Stwalkerbot,572
SprinterBot,570
Riad.Bot~enwiki,558
BoxCrawler,557
VandalCountBot,529
A-lú-mih-bot,526
Halibott,525
VsBot,522
DEagleBot,519
Commons fair use upload bot (usurped),519
Infobox Journal Update Bot,516
UgenBot,506
Diligent Terrier Bot,501
AIDbot,494
ListManBot,493
MOSNUM Bot,492
Innocent iwbot,491
Riccardobot,490
XLerateBot,488
Kal-El-Bot,482
DrTrigonBot,481
Kurando-san,480
Naudefjbot~enwiki,478
Botx,477
PhotoCatBot,470
YasBot,470
Citation bot test,467
NeuRobot,461
AlptaBot,458
SDZeroBot,455
HujiBot,453
Bitbotje,450
SamoaBot,448
HBC archive builderbot,448
DrFO.Tn.Bot,446
Tawbot~enwiki,438
DavidWSBot,435
DYKReviewBot,427
AsgardBot,425
Swimmingbot-awb,419
MCBot,417
BenjBot,417
AHbot,417
PorthosBot,415
RoboDick~enwiki,412
TheJoshBot,409
Xphoisbot,403
BrainistBot,402
HersfoldBot,396
Mgmbot,395
RCBot~enwiki,387
JJBot,386
Albotim,385
Philosopher-Bot,384
InstructorCommentBot,383
Manubot,382
Anybot,374
AlaibotToo,373
KaldariBot,371
Dibot,371
AMABot,368
HhhipBot,366
Dinybot,360
JJMC89 bot II,353
EarwigBot I,351
MalarzBOT,346
AloysiusLiliusBot,324
Swindbot,317
NilfaBot,317
AZatBot~enwiki,315
PALZ9000,315
OrophinBot,314
MrVanBot,313
AswnBot,311
Denbot,310
Milk's Favorite Bot II,306
QOTDBot,303
Matt Crypto (bot),302
CJBot,298
Pfft Bot~enwiki,293
SVGBot,293
Sumibot,291
QEDKbot,289
BotPuppet,287
Fz29bot,286
Gabrielchihonglee-Bot,279
QualiaBot,273
Tulsibot,272
IcalaniseBot,268
Eybot~enwiki,265
SportsStatsBot,265
EgressBot,264
ArbClerkBot,262
Botones,261
JMuniBot,259
GuilhermeLuanHadshi,258
LSG1-Bot,257
EddieBot,252
PockBot,250
SeventyThreeBot,245
DraiconeBot,241
BackfireBotII,240
Egmontbot,235
Demibot,233
XeBot,230
Admrbot,230
EdBot,220
Maathavanbot,220
FritzpollBot,219
DeliveryBot,215
Botryoidal,211
Peelbot,210
SusBot~enwiki,209
Nguoimay,208
PCbot,206
UncatTemplateBot,199
Jakebot,198
SmackallBot,197
Botalex,196
The Anonybot,191
HMBot~enwiki,185
KuduBot,185
Krdbot,185
IndvTbot,183
ReigneBOT,182
BLPWatchBot,182
Kobotbel,180
RetractionBot,179
MichaelBillingtonBot,179
Kgsbot,177
KharBot,177
HawkEyeBot,172
OpenlibraryBot,169
Kaspobot,165
AutocracyBot,164
SAMI.Bot,159
Bean49Bot,159
StanfordLinkBot,157
ShakingBot,155
DatabaseBot,154
FixyBot,152
KolBot,152
Kumar Appaiah Bot,151
WMUKBot,150
Xaris333Bot,146
CensusBot,143
VeinorBot,135
L293D (AWB),132
The Auto-categorizing Robot,131
MaatyBot,131
FlBot,131
Pattonbot,128
SpeedyBot,126
SamuraiBot,123
Dasschaefchenbot,119
Tigraan-testbot,116
Matthewrbot,116
Shuaib-bot,115
StormBot,114
CorenANIBot,114
StradBot,112
KMLbot,112
Xcbot,112
Homobot,110
Cherybot,110
EnigmaBot,110
Tuonela,110
MajavahBot,106
ASammourBot,105
Orphaned talkpage deletion bot,105
DottyQuoteBot,104
Fettgesicht,102
Andrea105Bot,101
MauchoBot,99
Lockalbot,97
Gaelan Bot,97
LkolblyBot,97
Fritzbot,96
H2Bot,95
ReaperBot X,94
GiftBot,93
Parent5446 Bot,90
AlyBot,87
BotChristophe,86
Topjabot~enwiki,85
StatsBot,85
NohatBot,84
TaeBot,83
RWHbot,83
PxBot,82
DschwenBot,82
Rob110178bot,79
SkiersBot,79
CSBot,78
SharafBot,77
Autotitlechange,76
DinoSizedBot,75
Aibot,73
Bersibot,72
Antischmitzbot,72
WilhelmBot,72
Project Messenger Bot,72
ImageBot,72
Cronbot,70
Interwikis,68
EBot III,68
Coreva-Bot,68
CleanupWorklistBot,68
FloggerBot,67
BacDiveBot,67
AndymwBot,67
Knedlik-Pod,66
BlueRobot~enwiki,66
Robthbot,65
GrooveBot,65
SataniaBot,65
WestVirginiaMountineer,64
Seppi333Bot,64
RaBOTnik,62
DanielBot,62
CanaryBot,61
HBC RenameClerkBot,60
Noble Story Bot,60
YekratsBot~enwiki,59
DarioBot~enwiki,59
Userboxbot,59
ArbComBot,58
Jsgray1993,57
Chris G Bot 2,57
JerryBot,56
Sgeo-BOT,56
BotSottile,56
AusTerrapinBotEdits,55
NeraBot,55
Selmobot,55
DusterBot,55
Aplikasi-Bot,53
JoshurBot,53
Mutleybot,52
Z-BOT,52
STTWbot,51
Puggansbot,51
EaglesBot,51
H.b.shbot,51
Grim Reaper Bot,50
SecuniBot,50
PortalBot~enwiki,49
UsbBot,49
JagRoBot,49
StubListBot,49
CarnivorousBot,49
Botodo,48
DavidLeighEllisBot,47
IsraBot,47
Xenophon (bot),46
Xwbot,46
R. Hillgentleman,46
CinemaBot,46
HairBot,46
ZadBot,46
Rootology Bot,45
EberBot,45
EagleAstroidBot,45
Alch Bot,45
OrBot,44
Perebot~enwiki,42
Lsmb-release-bot,42
BrandonBot,41
VisualizedConceptsBot~enwiki,40
Red Thrush's Bot,39
Apostrobot,39
KiloBot,36
FearBot,35
UltraBot,34
Wherebot,34
Navibot,33
SandgemBot,33
QovulwBot,33
Etherbot,33
DinojermBot,32
TWLBot,32
RF1 Bot,32
PsBot,31
Smallbot,31
Phoenix-bot,31
Orphaned image deletion bot,31
UnitBot,30
BücherBot,29
SPPatrolBot,29
RFC posting script,28
DieBucheBot,28
SgtDrini,27
Mihas-bot,27
Afkbot,27
Dpkbot,26
WPArkansas Bot,26
Ryan Vesey Bot,26
Tahir-bot,26
ChayitaBOT,26
Torbot,26
DipankanBot,26
M-Bot,25
Hintssbot,25
ReaperBot,25
SreeBot,24
Erik E VestBot,24
The Little Pixie's Friend,24
SOM TELL HELPER,23
ESBot,23
SmeiraBot~enwiki,23
Prombot,23
SQLBot-AmazonAffiliateRemoval,23
Dcirovicbot,22
IPLRecordsUpdateBot,22
WikiWelcomer,22
PereBot,22
Ir4ubot,21
WhiBot,21
MixBot,21
MHP07Bot,21
IdeoBot,20
AftabBot,20
Hockeybot,20
AGbot,20
CleanupListingBot,20
Mmbot,19
CSDCheckBot,19
MfDBot,19
Creffbot,19
NolBot,18
TrustMeImAIRobot,18
SireBot,18
TorNodeBot,18
LantayBot,18
Luke081515Bot,18
Bot11598,18
File Upload Bot (Kaldari),17
T-850 Robotic Assistant,17
ShabBot,17
CalakBot,17
Town-bot,17
SkylinBot,17
AniBot,17
Portal box bot,17
People-photo-bot,16
Madhubot,16
Goalkeeperbot,16
Smartbot,16
AwOcBot,15
RyRyBot,15
PikminBot,15
NNBot,15
SpreadthesignBot,15
SpebiBot,14
RomanianFootballBot,14
MastersBot,14
Sn1pebot,14
Dedebot,14
JohandBot,14
PraetorianCheese,13
Naohiro19bot,13
Philosobot,13
HBC AIV helperbot12,13
ChessRatingBot,13
Porthysek's P.I. (Bot),13
MiszaBot I,12
CommonsDelinquent,12
Cheers!-bot,12
CloudNineBot,12
LerdsuwaBot,12
NeechalBOT,12
Kolega2357-Bot,12
WikiProject Notification Service,12
Wikification Bot,12
EpopBot,11
SebrevBOT,11
Soccoro,11
BoricuaBot,11
PasabaUnBotPorAqui,11
ArticleGrinder,11
Ale jrb bot,11
WillowBot,11
SpellCheckerBot,11
AntiCompositeBot,11
PhiloBot,10
Valhallasw-bot,10
Wikipedia Signpost,10
YeltsinfanBot,10
Wii Wiki Bot,10
RollbackerBOT,10
CLT20RecordsUpdateBot,10
Humbot,10
KhrisBot,10
JeffGBot,9
MBot~enwiki,9
KidsBot,9
Lunabot,9
SurenaBot,9
Langbot,9
Mendeleevbot,9
ScriptNastaliqBot,9
Japbot,9
JohnFLBot,9
GPHbot,9
Dark Shikari Bot,8
Eskimospy Bot,8
Bot-chan-II,8
Guoguo12Bot,8
AEBot,8
Latexbot,8
WelcomeWikiBot,8
ThundaBot,8
BoBot,8
PinpointBot,8
UserPageActionsBot,8
ExodusBot,8
ToolWikiBot,8
SMS Bot,7
PlangeBot,7
W950712Bot,7
RefBot,7
Bolling26,7
SpeakerBot,7
OctraBot,7
PmegBot,7
Speedybot,7
Jnanabot,7
DanhashBot,7
BolatbekBot,7
InactivityEmailBot,7
DeleteAsstBot,7
MichaelkourlasBot,7
MikemoralBot,7
TarHippoBot,7
GIBBot,7
ExpertIdeasBot,6
HersfoldCiteBot,6
AiuwBot,6
NameBot~enwiki,6
Xiaogiabot,6
DallasBot,6
BotCompuGeek,6
TyAbot,6
TecBot,6
Pi's Bot,6
KhunterBot,6
Trailbehind-bot,6
SagaCookBot,6
FacebookBot,6
Longbot,6
ArmadilloProcessBot,6
SoxBot IX,6
WereallalrightBOT,6
AfdlBot,6
PxBot II,6
MayorofrosharonBot,6
ContentCreationBOT,6
MoovidaBot,6
Ringobot,6
QuestionCopyright,6
JoelHelperBot,6
PoplLyricsBot,6
DiyarBot,6
PostOnTalk,6
Rabbot,5
Heikobot,5
RapidBot,5
CyroBot~enwiki,5
Babylon5~enwiki,5
Guardian Robot 3568NG,5
IainadamsBot,5
Bookbot,5
Cwt96bot,5
EnzetBot,5
GrassnBreadBot~enwiki,5
MadMarkbot,5
EmailBot,5
DownloadBot,5
PfamWikiBot,5
FariBot,5
EnDecoderBot,5
GrammaBot,5
YpnBot,4
SVnaGBot1,4
GeorgeMoneyBot,4
Cellistbot,4
FlagBot,4
Armanbot,4
Tullbot~enwiki,4
MessengerBot~enwiki,4
Xinbenlv bot,4
NVS(bot),4
Locke Bot,4
Yrbot~enwiki,4
Project Rastko bot,4
Darkicebot II,4
Shoutboundbot,4
BazookaBot,4
Tadas12-bot,4
Numptybot,4
Apocatequil~enwiki,4
DoyleyBot,4
WASDbot,4
Jonny-bot,4
Commonb0t,4
TaskForceBot,4
BubbleArtBot,4
AsenineBot,4
Xqbot 1,4
FA RotBot,4
Metriki,4
SoupBot,4
ThetaBot,4
WPPageListBot,4
BatreeqbotPro,4
OmarGhridaBot,4
Genderlessbot,4
Skxll Mark-2,4
SW9Bot,4
Meker Edtitor1,4
Sudoplusii,4
SudokuBing,4
NanoBot,4
Autobot,3
BokimBot,3
Computermacgyverbot,3
FischBot,3
ProgrammingBot,3
ThorBot,3
ArshavaBot,3
Fobox,3
Panicbot,3
AlptaSandboxBot,3
SubstBot~enwiki,3
Nichalp-bot,3
Good Article Patrol Bot,3
MacMed auto,3
PrzemuBot,3
HiTeCBot,3
ExpertCommentBot,3
MetrikiBot,3
ScottLantz2,3
DalcherBot,3
DreamBot,3
Jonjonbot,3
HBC AIV helperbot9,3
DividingBot,3
Citation bot 3,3
BarkBot,3
Jager Bot,3
CataBotTsirel,3
Prof.Bot.1,3
GeniusBot,3
CMoonBot,3
SunCreatorBot,3
ConnectiBot,3
AVdiscuBOT,3
A bot called Bob,3
BlackDart,3
EdinBot,3
Wpp research bot,3
Bot for Justice,3
FWTestBot,3
PNG recompression,3
Ethen12bot,3
Botrie,3
PavloChemBot,3
GameSpot-Eng-Bot,3
Munjabot~usurped,3
DemocraticsBot,3
JThorneBOT,3
Doombot,3
Nothingbot,3
Naomi2319bot,3
BezkingBot-Link,2
FRadical Bot,2
Mkdw Bot,2
Sigmabot,2
Elissonbot,2
AngBot,2
Edbot~enwiki,2
XaxaBot,2
Natig98bot,2
Bot-chan~enwiki,2
VoABot III,2
Gabriel-Bot,2
Zeronosayoukubot,2
GCIBot,2
CitationTool,2
SashkoBot,2
SoxrockBot,2
Petr Kyborg,2
Anonymoususerdaily,2
Xibot,2
ShinBot,2
SdBot,2
Seedbot2,2
RoggBot,2
Bot FH,2
RichardcavellBot,2
Wpcat,2
MoondyneBot,2
PanzerBot,2
InfoBot~enwiki,2
AmigaBot,2
SplineBot,2
AddihockeyBot,2
ScanDot,2
Macro Bot,2
RelistBot,2
Josh3580 BOT,2
JaskaBOT,2
SLMSBot,2
LA2-bot,2
TrBot,2
RepairBot,2
FSBot I,2
Bot van der Hoorn,2
Antime Bot I~enwiki,2
EuseBot,2
SUL Bot,2
PhyloBot,2
SKbot,2
BackfireBot,2
SidoBot,2
NerdyScienceBot,2
MotinBot,2
So-Mr.Z-bot,2
Rø bot,2
USCOTM Bot,2
Tanqbot,2
Vinne2.bot,2
Ethen12bot 2,2
GrashoofdBot,2
Imbot1,2
StubSyncBot,2
ArticleListBot,2
ProgreSS,2
StillwaterBot,2
BraincricketBot,2
AFCbot,2
Danroks bot,2
??:?,2
Rodrigo Padula (BOT),2
Danilo.bot,2
FolksourceBot,2
CX42 Bot,2
EastEnders Bot,2
Adrián Neves Bot,2
Joel's Bot,2
SageBot,2
PerlegoEditorBot,2
Eflybot,2
BSqure,2
BadCitationBot,2
ZhengdunBot,2
PowerBOT,1
BumlaBot,1
People-n-photo-bot,1
Image-req-proj-bot,1
PattyBot,1
EssjayBot IV,1
PsychAWB,1
Cyberbot,1
SpongeBot (usurped),1
KhiviBot,1
ShakataBot,1
ShinmaBot,1
Slowbot,1
BezkingBot,1
CleanBot,1
PC78-bot,1
TrionaBot,1
Reader bot,1
MazinBot,1
ProtectionBot,1
Spelian,1
GBenemyBot,1
LolBot,1
ZkBot,1
BannerBot,1
ChoreBot,1
Xubiquitous,1
LuddsBot,1
Edmundobot,1
Pparazorbot,1
KingRbot,1
TeoBot,1
Pp-bot,1
GoatBot,1
Einsteinbot,1
CwraschkeDataBot,1
Nomenclaturebrowser,1
SpammerTrapBot,1
FlutefluteBot,1
BlackpoolFCBot,1
GaemariBot,1
CAT:TEMP deletion bot,1
NorefBot,1
LolsimonBot,1
Porchcorpterbot,1
Typebot,1
PatersBot,1
Pranbot,1
Prabot,1
Livetslott,1
Livetslotteri,1
WizardBot,1
Shanbot,1
Courcelles Bot,1
CekPotBot,1
BlackDemon2,1
AllaSmackBot,1
Bonabot,1
WBot17,1
WalkingSoulBot,1
MomijiRoBot,1
Yoni12Bot,1
RjpBot,1
VibhijainBot,1
FroggyBot,1
UK Legislation Bot,1
Cyberbot III,1
SimoneBot,1
Colourful Bot,1
TronBot,1
Mainulmizan bot,1
Whymbot,1
SocialBot,1
Ryan-Bot,1
FahBot,1
YansearchBot,1
ONKbot,1
QuerubBOT,1
1VeertjeBot,1
Patrick87-Bot,1
Descriptioncreator,1
CultureBot,1
Boten Anna,1
MarmaseBot,1
RHbot,1
AntidereBot,1
SchuBota,1
MohandesBot,1
Tokrkbot,1
KoehlBot,1
DanKoehlBot,1
Sn1pebot Mk. II,1
Bobergerbot,1
Wargo32.exe,1
Lowercase sigmabot V,1
Lowercase sigmabot I,1
BrackiBot,1
Shareobot,1
Rahhib,1
MedHrox,1
MedusaBOT,1
